codeCIS;codeSubstance;dosage;referenceDosage
68046787;48944;5 microgrammes d'oligoside de Neisseria meningitidis du groupe C;0,5 ml de vaccin reconstitué
68046787;83067;5 microgrammes d'oligoside de Neisseria meningitidis du groupe W135;0,5 ml de vaccin reconstitu
68049089;24245;30 mg;un comprimé
68050052;44437;1,77 mg;1 ml de solution pour perfusion
68050052;83934;2 mg;1 ml de solution pour perfusion
68050650;73594;8 mg;un comprimé
68050668;568;0,80 g;100 g
68050668;5520;0,80 g;100 g
68050732;3456;15 g;100 ml
68050732;30272;2,5 g;100 ml
68052014;96635;1,3 GBq à la date de calibration;1 ml
68052014;96751;20 à 46 microgrammes;1 ml
68052288;63854;100 mg;une gélule
68053454;587;200 mg;un comprimé
68053582;2463;200 mg;une gélule
68054595;984;10 mg;un comprimé
68054823;2245;10 mg;un comprimé
68055124;54459;0,4 mg;un comprimé
68055697;39422;300 mg;une gélule
68056062;60159;300 microgrammes;une seringue préremplie de 0,5 ml
68056436;2064;12,5 mg;un comprimé
68056436;11532;5 mg;un comprimé
68056596;1261;0,250 mg;un comprimé
68056596;3218;2,000 mg;un comprimé
68056906;3147;2CH à 30CH et 4DH à 60DH;un comprimé
68056906;3147;2CH à 30CH et 4DH à 60DH;un comprimé
68056906;3147;2CH à 30CH et 4DH à 60DH (pommade à 4 %);un comprimé
68056906;3147;2CH à 30CH et 4DH à 60DH;un comprimé
68056906;3147;2CH à 30CH et 4DH à 60DH;un comprimé
68056906;3147;2CH à 30CH et 4DH à 60DH;un comprimé
68057627;69920;4CH à 30CH et 7DH à 60DH;un comprimé
68057627;69920;4CH à 30CH et 7DH à 60DH;un comprimé
68057627;69920;4CH à 30CH et 7DH à 60DH (pommade à 4 %);un comprimé
68057627;69920;4CH à 30CH et 7DH à 60DH;un comprimé
68057627;69920;4CH à 30CH et 7DH à 60DH;un comprimé
68057627;69920;4CH à 30CH et 7DH à 60DH;un comprimé
68057730;5087;50 mg;1 mL de solution
68057730;46704;45 mg;1 mL de solution
68058063;37011;5,00 mg;un comprimé
68058227;51796;40 microgrammes;1 mL de solution
68062738;37973;6 mg;une gélule
68063822;2600;10 g;100 g de pommade
68063822;5452;1 g;100 g de pommade
68065816;15734;40 mg;un comprimé
68066416;71861;4 mg;un comprimé
68066715;469;1 mg;un comprimé
68067589;80889;80 mg;un comprimé
68069647;80102;10 mg;un comprimé
68069647;86162;10,4 mg;un comprimé
68070293;952;1,38 mg;une gélule
68070293;15401;1 mg;une gélule
68070304;29116;200 mg;une gélule
68070731;36192;500 mg;un comprimé
68070731;92734;556 mg;un comprimé
68071018;57345;1000 UI;un flacon
68072077;93;0,030 g;100 ml de solution
68072077;430;0,020 g;100 ml de solution
68072077;901;0,600 g;100 ml de solution
68072077;5009;0,620 g;100 ml de solution
68072077;51513;0,015 g;100 ml de solution
68072077;91695;0,310 g;100 ml de solution
68072846;6941;200 mg;1 ml
68074594;6;1,20 g;1000 ml d'émulsion après mélange
68074594;31;3,88 g;1000 ml d'émulsion après mélange
68074594;430;0,353 g;1000 ml d'émulsion après mélange
68074594;529;64,0 g;1000 ml d'émulsion après mélange
68074594;544;1,0 g;1000 ml d'émulsion après mélange
68074594;550;1,87 g;1000 ml d'émulsion après mélange
68074594;555;2,50 g;1000 ml d'émulsion après mélange
68074594;563;1,81 g;1000 ml d'émulsion après mélange
68074594;610;2,81 g;1000 ml d'émulsion après mélange
68074594;629;2,40 g;1000 ml d'émulsion après mélange
68074594;631;0,435 g;1000 ml d'émulsion après mélange
68074594;658;1,46 g;1000 ml d'émulsion après mélange
68074594;674;0,46 g;1000 ml d'émulsion après mélange
68074594;675;2,08 g;1000 ml d'émulsion après mélange
68074594;901;0,865 g;1000 ml d'émulsion après mélange
68074594;1021;1,32 g;1000 ml d'émulsion après mélange
68074594;1044;2,80 g;1000 ml d'émulsion après mélange
68074594;1178;2,16 g;1000 ml d'émulsion après mélange
68074594;2666;1,57 g;1000 ml d'émulsion après mélange
68074594;3455;2,354 g;1000 ml d'émulsion après mélange
68074594;3482;2,72 g;1000 ml d'émulsion après mélange
68074594;4549;0,640 g;1000 ml d'émulsion après mélange
68074594;4951;20,0 g;1000 ml d'émulsion après mélange
68074594;7326;20,0 g;1000 ml d'émulsion après mélange
68074594;14134;0,936 g;1000 ml d'émulsion après mélange
68074594;17150;70,4 g;1000 ml d'émulsion après mélange
68074594;38615;1,35 g;1000 ml d'émulsion après mélange
68074594;79537;2,27 g;1000 ml d'émulsion après mélange
68074594;80185;0,515 g;1000 ml d'émulsion après mélange
68074594;96774;5,28 mg;1000 ml d'émulsion après mélange
68075899;39422;50 mg;une gélule
68076314;970;160 mg;un comprimé
68077576;80102;10 mg;un comprimé
68077576;86162;10,4 mg;un comprimé
68077882;3885;150 mg;un comprimé
68077882;4090;37,5 mg;un comprimé
68077882;11448;40,5 mg;un comprimé
68077882;87471;200 mg;un comprimé
68078991;2064;25 mg;un comprimé
68078991;21053;50 mg;un comprimé
68079933;53450;1 mg;un comprimé
68079965;95609;500 mg;un comprimé
68080063;37011;25 mg;un comprimé
68080241;3885;200 mg;un comprimé
68080241;4090;50 mg;un comprimé
68080241;87471;200 mg;un comprimé
68080800;27;60 mg;une ampoule
68080825;21053;50 mg;un comprimé
68081197;93;0,0746 g;1 ml
68081208;14306;0,50 g;100 g de crème
68081368;3969;80,000 mg;un comprimé
68081368;3970;80,000 mg;un comprimé
68081368;40521;62,233 mg;un comprimé
68081546;80352;2CH à 30CH et 4DH à 60DH;un comprimé
68081546;80352;2CH à 30CH et 4DH à 60DH;un comprimé
68081674;323;1 g;100 g de poudre pour application cutanée
68082438;690;0,4 mg;0,4 ml de collyre
68082491;11673;30 mg;une gélule
68082865;89971;20 mg;un comprimé
68083369;18408;10 mg;1 ml de solution injectable
68083942;15734;160 mg;un comprimé
68083942;39727;10 mg;un comprimé
68085224;31513;25,830 mg;un comprimé
68085224;51891;20 mg;un comprimé
68085562;30981;10 mg;une gomme
68085562;94037;2 mg;une gomme
68086109;1830;4 mg;un comprimé
68088220;63521;28,7 g;100 ml
68088245;23957;30 mg;un comprimé
68088430;5248;1 g;un comprimé
68091113;2064;25 mg;un comprimé
68091113;96027;5 mg;un comprimé
68091259;13002;2CH à 30CH et 4DH à 60DH;un comprimé
68091259;13002;2CH à 30CH et 4DH à 60DH;un comprimé
68091259;13002;2CH à 30CH et 4DH à 60DH;un comprimé
68092375;6436;8 DH;un comprimé
68092375;43255;5 DH;un comprimé
68092375;6436;8 DH;un comprimé
68092375;43255;5 DH;un comprimé
68093114;99842;1 mg;un flacon
68093737;70793;150 mg;un comprimé
68094554;68776;0,53 mg;un comprimé
68094554;76589;0,50 mg;un comprimé
68095898;25975;10 mg;un comprimé
68096904;39727;10,00 mg;une gélule
68097237;2934;16,2 mg;1 gramme de gel
68099448;39727;5 mg;un comprimé
68099448;71153;80 mg;un comprimé
68099640;64818;1,000 mg;un comprimé
68099640;79968;1,438 mg;un comprimé
68100377;10171;40 mg;un comprimé
68100377;73242;10 mg;un comprimé
68101988;6254;0,1 mg;1 ml de solution injectable
68102563;25715;5 g;100 g de crème
68103252;1591;0,5 mg;1 ml de solution injectable
68104411;1041;2 mg;un comprimé
68104646;1901;0,0785 mg;1 ml
68104646;17477;0,05 mg;1 ml
68104920;901;0,9 g;100 ml
68105513;152;5 g;100 g de solution
68106394;86571;50 mg;un comprimé
68106558;89276;80 mg;un comprimé
68106914;73377;1 mg;1 mL de solution
68107539;30470;10 mg;un comprimé
68107934;34251;35,112 mg;un comprimé
68107934;67717;25 mg;un comprimé
68107966;651;2 mg;une pâte de 1 g
68108025;17477;2,1 mg;un dispositif transdermique
68110300;88596;3CH à 30CH et 6DH à 60DH;un dispositif transdermique
68110300;88596;3CH à 30CH et 6DH à 60DH;un dispositif transdermique
68110300;88596;3CH à 30CH et 6DH à 60DH (pommade à 4 %);un dispositif transdermique
68110300;88596;3CH à 30CH et 6DH à 60DH;un dispositif transdermique
68110300;88596;3CH à 30CH et 6DH à 60DH;un dispositif transdermique
68110300;88596;3CH à 30CH et 6DH à 60DH;un dispositif transdermique
68110962;63854;200 mg;une gélule
68111943;2459;4CH à 30CH et 7DH à 60DH;une gélule
68111943;2459;4CH à 30CH et 7DH à 60DH;une gélule
68111943;2459;4CH à 30CH et 7DH à 60DH (pommade à 1 %, 4 % ou 10 %);une gélule
68111943;2459;4CH à 30CH et 7DH à 60DH;une gélule
68111943;2459;4CH à 30CH et 7DH à 60DH;une gélule
68111943;2459;4CH à 30CH et 7DH à 60DH;une gélule
68113517;22546;37 MBq à la date de calibration;1ml
68114697;47834;37,5 mg;5 ml
68115596;85750;1 mg;un flacon de poudre
68115906;54300;25 mg;un comprimé
68115945;36746;20 mg;un comprimé
68115945;83912;18,8 mg;un comprimé
68116292;5248;250 mg;une dose de 5 mL de suspension buvable reconstituée
68117871;4442;662,90 mg;un comprimé
68117871;24321;850 mg;un comprimé
68118158;19809;80 mg;un comprimé
68120159;901;0,9 g;100 mL
68120650;430;0,257 g;1000 ml de solution mélangée
68120650;529;22,7 g;1000 ml de solution mélangée
68120650;3018;0,051 g;1000 ml de solution mélangée
68120650;17150;25,0 g;1000 ml de solution mélangée
68120650;899;2,1 g;1000 ml de solution mélangée
68120650;901;5,67 g;1000 ml de solution mélangée
68120650;45730;1,12 g de solution de (S)-lactate de sodium;1000 ml de solution mélangée
68121332;31416;300 mg;un comprimé
68123098;3044;750 mg;un sachet de 15 mL
68123109;53028;2 mg;1 ml
68123109;62835;2,68 mg;1 ml
68123988;1807;30 microgrammes;un comprimé
68123988;27380;150 microgrammes;un comprimé
68125163;73016;3CH à 30CH et 6DH à 60DH (crème à 4 %);un comprimé
68125163;73016;3CH à 30CH et 6DH à 60DH;un comprimé
68125163;73016;3CH à 30CH et 6DH à 60DH (pommade à 4 %);un comprimé
68125163;73016;3CH à 30CH et 6DH à 60DH;un comprimé
68125163;73016;3CH à 30CH et 6DH à 60DH;un comprimé
68125487;11279;100 mg;une gélule
68125576;529;5 g;100 mL de solution pour perfusion
68125932;19809;20 mg;un comprimé
68126062;60311;20 mg;un comprimé
68127381;5087;10 mg;une gélule
68127381;46704;9 mg;une gélule
68128273;3682;20 mg;un comprimé
68129222;24563;25 mg;1 ml de suspension buvable reconstituée
68129457;36065;0,5 mg;une gélule
68129457;64851;0,367 mg;une gélule
68129457;66494;0,4 mg;une gélule
68130153;32050;5 mg;un comprimé
68130153;72550;3,8 mg;un comprimé
68131426;21200;2CH à 30CH et 4DH à 60DH;un comprimé
68131426;21200;2CH à 30CH et 4DH à 60DH;un comprimé
68131426;21200;2CH à 30CH et 4DH à 60DH (pommade à 1 %, 4 % ou 10 %);un comprimé
68131426;21200;2CH à 30CH et 4DH à 60DH;un comprimé
68131426;21200;2CH à 30CH et 4DH à 60DH;un comprimé
68131426;21200;2CH à 30CH et 4DH à 60DH;un comprimé
68131878;1328;2 mg;un comprimé
68132834;5248;1 g;un flacon
68132834;93286;200 mg;un flacon
68133135;48539;262 mg;un comprimé
68133135;96035;250 mg;un comprimé
68133466;7055;104,1 mg;un comprimé
68133466;28372;100 mg;un comprimé
68133651;3459;20 mg;un comprimé
68134034;3885;150 mg;un comprimé
68134034;11448;37,5 mg;un comprimé
68134034;87471;200 mg;un comprimé
68134917;11279;50 mg;une gélule
68135556;9231;200 mg;un comprimé
68135773;71041;100 mg;un comprimé
68136868;85750;5,0 mg;un flacon
68137151;9430;4CH à 30CH et 7DH à 60DH;un flacon
68137151;9430;4CH à 30CH et 7DH à 60DH;un flacon
68137151;9430;4CH à 30CH et 7DH à 60DH (pommade à 4 %);un flacon
68137151;9430;4CH à 30CH et 7DH à 60DH;un flacon
68137151;9430;4CH à 30CH et 7DH à 60DH;un flacon
68137151;9430;4CH à 30CH et 7DH à 60DH;un flacon
68137895;7436;5 mg;un comprimé
68137895;52431;6,79 mg;un comprimé
68137895;69916;10 mg;un comprimé
68137895;97658;4,24 mg;un comprimé
68138584;3671;0,15 g;un comprimé
68138584;4178;0,050 g;un comprimé
68138584;4689;0,05 g;un comprimé
68138584;5118;0,05 g;un comprimé
68138584;5119;0,070 g;un comprimé
68138972;95609;500 mg;un comprimé
68139273;3151;0,60 mg;une pastille
68139273;3152;1,20 mg;une pastille
68139273;5432;2 mg;une pastille
68139323;901;20,0 g;100 ml de solution à diluer injectable
68139704;2163;1,0 g;100 g
68139818;73242;10 mg;un comprimé
68139992;55485;2 mg;un comprimé
68140336;11673;30 mg;une gélule
68142433;4586;2CH à 30CH et 4DH à 60DH;une gélule
68142433;4586;2CH à 30CH et 4DH à 60DH;une gélule
68142433;4586;2CH à 30CH et 4DH à 60DH (pommade à 1 %, 4 % ou 10 %);une gélule
68142433;4586;2CH à 30CH et 4DH à 60DH;une gélule
68142433;4586;2CH à 30CH et 4DH à 60DH;une gélule
68142433;4586;2CH à 30CH et 4DH à 60DH;une gélule
68142440;2099;100,000 mg;un suppositoire
68143802;23957;30 mg;une gélule
68144249;5248;100 mg;1 ml de suspension reconstituée
68144249;93286;12,50 mg;1 ml de suspension reconstituée
68144352;2202;500 mg;une gélule
68144352;3193;4 mg;une gélule
68144676;89971;10 mg;un comprimé
68144936;36065;0,5 mg;une gélule
68144936;64851;0,367 mg;une gélule
68144936;66494;0,4 mg;une gélule
68145550;52431;3,395 mg;un comprimé
68145550;69916;5 mg;un comprimé
68145835;44570;q.s. (sous une pression de 10 à 12 bar, à -150 °C);un comprimé
68147462;76589;1 mg;un comprimé
68147971;39196;20,0 mg;un comprimé
68150775;20052;4 unités ALLERGAN;0,1 ml de solution reconstituée
68152413;90767;4CH à 30CH et 8DH à 60DH;0,1 ml de solution reconstituée
68152413;90767;4CH à 30CH et 8DH à 60DH;0,1 ml de solution reconstituée
68152413;90767;4CH à 30CH et 8DH à 60DH (pommade à 4 %);0,1 ml de solution reconstituée
68152413;90767;4CH à 30CH et 8DH à 60DH;0,1 ml de solution reconstituée
68152413;90767;4CH à 30CH et 8DH à 60DH;0,1 ml de solution reconstituée
68152413;90767;4CH à 30CH et 8DH à 60DH;0,1 ml de solution reconstituée
68153262;97773;420 mg;un flacon
68153561;527;60 mg;un comprimé
68154738;4951;10 g;100 ml
68154738;7326;10 g;100 ml
68155046;73594;32 mg;un comprimé
68155441;2202;1000 mg;un comprimé
68155950;34251;28,090 mg;un comprimé
68155950;67717;20 mg;un comprimé
68156080;37314;75 mg;un comprimé
68156080;99549;86,07 mg;un comprimé
68156269;63854;100 mg;une gélule
68156358;3511;400 mg;un comprimé
68157307;24982;91,36 mg;un comprimé
68157307;35532;70 mg;un comprimé
68158028;676;21,45 g;100 g
68158028;2709;35,00 g;100 g
68158028;19236;42,91 g;100 g
68158195;39727;10,00 mg;une gélule
68159048;52431;3,395 mg;un comprimé
68159048;69916;5 mg;un comprimé
68159315;4884;2CH à 30CH et 4DH à 60DH;un comprimé
68159315;4884;2CH à 30CH et 4DH à 60DH;un comprimé
68159315;4884;2CH à 30CH et 4DH à 60DH (pommade à 4 %);un comprimé
68159315;4884;2CH à 30CH et 4DH à 60DH;un comprimé
68159315;4884;2CH à 30CH et 4DH à 60DH;un comprimé
68159315;4884;2CH à 30CH et 4DH à 60DH;un comprimé
68159596;74798;100 mg;un comprimé
68160698;6197;100 microgrammes;une dose
68162083;2064;12,5 mg;un comprimé
68162083;3682;20 mg;un comprimé
68162667;30911;1 g;100 g de créme
68162770;15009;5 mg;1 mL de suspension
68162770;59860;10 mg;1 mL de suspension
68162966;67717;100 mg;un comprimé
68163833;1261;2 mg;1 ml de suspension injectable
68163833;1261;5 mg;1 ml de suspension injectable
68163833;4509;2,63 mg;1 ml de suspension injectable
68163833;4730;6,43 mg;1 ml de suspension injectable
68164846;97435;60 mg;un comprimé
68165033;65948;5 mg;un comprimé
68167080;5087;30 mg;un comprimé
68167080;46704;26,9 mg;un comprimé
68167148;191;443,4;un comprimé
68167148;63130;400 mg;un comprimé
68170799;21053;50 mg;un comprimé
68171068;6818;40 mg;un comprimé
68171068;59533;50 mg;un comprimé
68171068;67402;10 mg;un comprimé
68171068;71265;10 mg;un comprimé
68172597;6825;2 g;100 g
68173037;10627;125 mg;une gélule
68173375;4150;2 mg;une cartouche
68173375;5367;350 mg;une cartouche
68173375;28231;20 mg;une cartouche
68173560;5562;66,66 mg;un sachet-dose
68173560;25252;29,03 mg;un sachet-dose
68173884;15686;10 mg;1 mL de liquide
68173884;21227;1 mL;1 mL de liquide
68174071;626;2,50 mg;un récipient unidose de 2,5 ml
68174071;3559;3 mg;un récipient unidose de 2,5 ml
68174324;1778;0,10 g;100 g
68174566;16736;30 mg;un comprimé
68174566;16736;60 mg;un comprimé
68175216;28847;600 mg;un comprimé
68175764;48539;262,1 mg;un comprimé
68175764;96035;250 mg;un comprimé
68176656;3434;1,00 MUI;100 ml
68176656;4455;0,34 MUI;100 ml
68176802;1637;10 mg;un comprimé
68176916;77086;1 mg;une gélule
68176955;89971;5 mg;un comprimé
68178657;19809;10 mg;un comprimé
68178657;73242;10 mg;un comprimé
68178899;5477;250 mg;une ampoule de 1 ml
68178924;86571;50 mg;un comprimé
68178995;51458;50 mg;un comprimé
68179481;31558;33,6 Millions UI (263 microgrammes);un flacon
68179830;933;100 mg;un comprimé
68181322;10171;40 mg;un comprimé
68181404;20256;84,85 mg;une gélule
68181404;26322;75 mg;une gélule
68182431;22787;100 UI;1 ml
68182495;11279;100 mg;une gélule
68182666;4195;600,00 mg;un comprimé
68182805;19698;250 mg;une gélule
68183914;60091;39,4 mg;une gélule
68183914;74746;30 mg;une gélule
68184425;40054;10 mg;1 ml de solution injectable
68184425;66304;13,85 mg;1 ml de solution injectable
68185160;22465;2CH à 30CH et 4DH à 60DH;1 ml de solution injectable
68185160;22465;2CH à 30CH et 4DH à 60DH;1 ml de solution injectable
68185160;22465;2CH à 30CH et 4DH à 60DH (pommade à 4 %);1 ml de solution injectable
68185160;22465;2CH à 30CH et 4DH à 60DH;1 ml de solution injectable
68185160;22465;2CH à 30CH et 4DH à 60DH;1 ml de solution injectable
68185160;22465;2CH à 30CH et 4DH à 60DH;1 ml de solution injectable
68186440;3682;20 mg;un comprimé
68186440;36746;20 mg;un comprimé
68186440;67432;15,29 mg;un comprimé
68186440;83912;18,88 mg;un comprimé
68187065;79027;2CH à 30CH et 4DH à 60DH (crème à 4 %);un comprimé
68187065;79027;2CH à 30CH et 4DH à 60DH;un comprimé
68187065;79027;2CH à 30CH et 4DH à 60DH;un comprimé
68187065;79027;2CH à 30CH et 4DH à 60DH;un comprimé
68187446;64851;0,367 mg;une gélule
68187446;66494;0,400 mg;une gélule
68188295;1807;0,020 mg;un comprimé
68188295;8237;0,075 mg;un comprimé
68190271;96835;5 mg;un comprimé
68190442;52118;75 microgrammes;1 mL de solution
68192016;8351;80 mg;une seringue préremplie
68194106;94401;25 mg;un flacon de 20 ml
68194451;71064;5 mg;un dispositif transdermique
68195838;38422;150 UI (11 microgrammes);une dose délivrée de 0,25 mL
68196071;4442;390 mg;un comprimé
68196071;24321;500 mg;un comprimé
68196114;31246;140 mg;une gélule
68196203;66422;15 mg;un comprimé
68196203;96648;14,30 mg;un comprimé
68196349;43770;2CH à 30CH et 4DH à 60DH;un comprimé
68196349;43770;2CH à 30CH et 4DH à 60DH;un comprimé
68196349;43770;2CH à 30CH et 4DH à 60DH (pommade à 4 %);un comprimé
68196349;43770;2CH à 30CH et 4DH à 60DH;un comprimé
68196349;43770;2CH à 30CH et 4DH à 60DH;un comprimé
68196349;43770;2CH à 30CH et 4DH à 60DH;un comprimé
68197173;7033;4CH à 30CH et 8DH à 60DH;un comprimé
68197173;7033;4CH à 30CH et 8DH à 60DH;un comprimé
68197173;7033;4CH à 30CH et 8DH à 60DH (pommade à 4 %);un comprimé
68197173;7033;4CH à 30CH et 8DH à 60DH;un comprimé
68197173;7033;4CH à 30CH et 8DH à 60DH;un comprimé
68197173;7033;4CH à 30CH et 8DH à 60DH;un comprimé
68198108;59691;300 mg;un comprimé
68198987;32050;10 mg;un comprimé
68198987;72550;7,5 mg;un comprimé
68199199;4401;qs;un récipient unidose
68199224;1322;4CH à 30CH et 8DH à 60DH;un récipient unidose
68199224;1322;4CH à 30CH et 8DH à 60DH;un récipient unidose
68199224;1322;4CH à 30CH et 8DH à 60DH (pommade à 4 %);un récipient unidose
68199224;1322;4CH à 30CH et 8DH à 60DH;un récipient unidose
68199224;1322;4CH à 30CH et 8DH à 60DH;un récipient unidose
68199224;1322;4CH à 30CH et 8DH à 60DH;un récipient unidose
68201593;85750;1,0 mg;un flacon
68202115;1023;1,667 g;un flacon de 10 ml
68202115;1339;33 333 UI;un flacon de 10 ml
68202115;3602;0,167 g;un flacon de 10 ml
68202115;77887;100 000 Ul;un flacon de 10 ml
68203174;38524;40 mg;un comprimé
68203174;67373;45,11 mg;un comprimé
68204269;5248;100 mg;1 ml de suspension reconstituée
68204269;93286;12,5 mg;1 ml de suspension reconstituée
68204461;6;2,1 g;1000 ml d'émulsion après mélange
68204461;31;6,792 g;1000 ml d'émulsion après mélange
68204461;430;0,623 g;1000 ml d'émulsion après mélange
68204461;529;144 g;1000 ml d'émulsion après mélange
68204461;544;1,753 g;1000 ml d'émulsion après mélange
68204461;550;3,284 g;1000 ml d'émulsion après mélange
68204461;555;4,384 g;1000 ml d'émulsion après mélange
68204461;563;3,186 g;1000 ml d'émulsion après mélange
68204461;610;4,916 g;1000 ml d'émulsion après mélange
68204461;629;4,2 g;1000 ml d'émulsion après mélange
68204461;631;0,25 g;1000 ml d'émulsion après mélange
68204461;658;2,54 g;1000 ml d'émulsion après mélange
68204461;674;0,8 g;1000 ml d'émulsion après mélange
68204461;675;3,604 g;1000 ml d'émulsion après mélange
68204461;901;0,378 g;1000 ml d'émulsion après mélange
68204461;1021;2,312 g;1000 ml d'émulsion après mélange
68204461;1044;4,908 g;1000 ml d'émulsion après mélange
68204461;1178;3,78 g;1000 ml d'émulsion après mélange
68204461;2666;2,736 g;1000 ml d'émulsion après mélange
68204461;3455;3,689 g;1000 ml d'émulsion après mélange
68204461;3482;4,76 g;1000 ml d'émulsion après mélange
68204461;4549;1,171 g;1000 ml d'émulsion après mélange
68204461;4951;16 g;1000 ml d'émulsion après mélange
68204461;7326;20 g;1000 ml d'émulsion après mélange
68204461;14134;2,496 g;1000 ml d'émulsion après mélange
68204461;17150;158,4 g;1000 ml d'émulsion après mélange
68204461;20789;4 g;1000 ml d'émulsion après mélange
68204461;38615;2,368 g;1000 ml d'émulsion après mélange
68204461;79537;3,98 g;1000 ml d'émulsion après mélange
68204461;80185;0,91 g;1000 ml d'émulsion après mélange
68204461;96774;7,024 g;1000 ml d'émulsion après mélange
68205182;28847;800 mg;un comprimé
68205481;36120;2CH à 30CH et 4DH à 60DH;un comprimé
68205481;36120;2CH à 30CH et 4DH à 60DH;un comprimé
68205481;36120;2CH à 30CH et 4DH à 60DH (pommade à 4 %);un comprimé
68205481;36120;2CH à 30CH et 4DH à 60DH;un comprimé
68205481;36120;2CH à 30CH et 4DH à 60DH;un comprimé
68205481;36120;2CH à 30CH et 4DH à 60DH;un comprimé
68206925;5562;400,00 mg;un flacon
68208043;1765;2,5 mg;un comprimé
68208043;1786;0,5 mg;un comprimé
68208374;5957;2CH à 30CH et 4DH à 60DH;un comprimé
68208374;5957;2CH à 30CH et 4DH à 60DH;un comprimé
68208374;5957;2CH à 30CH et 4DH à 60DH (pommade à 4 %);un comprimé
68208374;5957;2CH à 30CH et 4DH à 60DH;un comprimé
68208374;5957;2CH à 30CH et 4DH à 60DH;un comprimé
68208374;5957;2CH à 30CH et 4DH à 60DH;un comprimé
68209070;35876;2,28 mg;un comprimé
68209070;62155;2 mg;un comprimé
68209355;71153;40 mg;un comprimé
68209693;93;2 g;1000ml
68209693;529;50 g;1000ml
68209693;901;4 g;1000ml
68211089;1150;10 g;100 ml de suspension buvable
68212077;19809;20 mg;un comprimé
68213325;24245;0,6 g;100 ml de solution buvable
68213528;536;102,60 mg;1 mL de solution buvable
68213528;3738;368,04 mg;1 mL de solution buvable
68213528;5440;58 mg;1 mL de solution buvable
68213528;12662;258,65 mg;1 mL de solution buvable
68216773;1786;2 mg;un comprimé
68216773;3940;1 mg;un comprimé
68217804;7055;104,10 mg;un comprimé
68217804;28372;100,00 mg;un comprimé
68218639;2064;25 mg;un comprimé
68218639;21053;50 mg;un comprimé
68220145;7958;200,00 mg;un comprimé
68220323;89276;80 mg;un comprimé
68220693;95609;100 mg;1 ml de solution
68220711;28847;800 mg;un comprimé
68220857;71861;2 mg;un comprimé
68222947;4655;70 mL;100 mL de solution
68222947;33959;10,65 g;100 mL de solution
68225352;430;0,5145 g;1000 ml de solution acide
68225352;529;30 g;1000 ml de solution alcaline
68225352;901;11,57 g;1000 ml de solution acide
68225352;3018;0,2033 g;1000 ml de solution acide
68225352;17150;33 g;1000 ml de solution acide
68225352;899;5,880 g;1000 ml de solution alcaline
68227652;915;90 mg;un comprimé
68228291;71041;140 mg;un comprimé
68228761;19809;40 mg;un comprimé
68229297;5248;500 mg;un comprimé
68229297;93286;62,5 mg;un comprimé
68229767;24982;91,36 mg;un comprimé
68229767;35532;70 mg;un comprimé
68230207;812;0,5 mg;1 ml de solution
68230417;2092;400 mg;un comprimé
68230659;4655;45 g;100 g
68230659;5324;30 g;100 g
68230659;20386;0,2 g;100 g
68231138;54506;44,48 mg;1 ml
68231138;57088;40 mg;1 ml
68232350;78975;2,5 mg;un comprimé
68232578;19809;40 mg;un comprimé
68232635;569;1 mg;un comprimé
68232927;3885;125 mg;un comprimé
68232927;4090;31,25 mg;un comprimé
68232927;11448;33,8 mg;un comprimé
68232927;87471;200 mg;un comprimé
68233897;594;8,75 mg;une pastille
68233961;73594;16 mg;un comprimé
68234981;2202;300 mg;un sachet-dose
68235154;54693;75 mg;un comprimé
68238175;16849;800,00 mg;un comprimé
68238481;67717;50 mg;un comprimé
68238848;915;300 mg;une gélule
68240500;67056;50,00 mg;un flacon
68241075;47372;50 mg;un flacon
68241207;769;600 mg;un comprimé
68241755;6818;200 mg;un comprimé
68242088;8216;2CH à 30CH et 4DH à 60DH;un comprimé
68242088;8216;2CH à 30CH et 4DH à 60DH;un comprimé
68242088;8216;2CH à 30CH et 4DH à 60DH  (pommade à 4 %);un comprimé
68242088;8216;2CH à 30CH et 4DH à 60DH;un comprimé
68242088;8216;2CH à 30CH et 4DH à 60DH;un comprimé
68242088;8216;2CH à 30CH et 4DH à 60DH;un comprimé
68242177;4857;5,0 mg;un flacon de 2 ml
68243464;32990;4CH à 30CH et 8DH à 60DH;un flacon de 2 ml
68243464;32990;4CH à 30CH et 8DH à 60DH;un flacon de 2 ml
68243464;32990;4CH à 30CH et 8DH à 60DH (pommade à 4 %);un flacon de 2 ml
68243464;32990;4CH à 30CH et 8DH à 60DH;un flacon de 2 ml
68243464;32990;4CH à 30CH et 8DH à 60DH;un flacon de 2 ml
68243464;32990;4CH à 30CH et 8DH à 60DH;un flacon de 2 ml
68243717;5087;10 mg;un comprimé
68243717;46704;9 mg;un comprimé
68243717;65807;4,5 mg;un comprimé
68243717;79853;5,45 mg;un comprimé
68243770;9586;4 mg;un comprimé
68243770;39727;10 mg;un comprimé
68243770;52431;3,338 mg;un comprimé
68243770;93748;13,88 mg;un comprimé
68243813;2067;1,000 g;100 g de crème
68245006;942;200 mg;un comprimé
68245006;1023;200 mg;un comprimé
68245006;3602;50 mg;un comprimé
68246097;1023;1000 mg;un comprimé
68247092;86571;200 mg;un comprimé
68249079;2202;500 mg;un comprimé
68250156;49416;500 mg;un flacon
68250551;3929;1 g;100 g de poudre pour application cutanée
68251475;31416;150 mg;un comprimé
68252641;85516;1 g;un flacon
68255648;44025;74 MBq;1 ml
