codeCIS;codeSubstance;dosage;referenceDosage
68255655;99857;2000 UI;un flacon
68256084;39422;200 mg;une gélule
68256216;17723;10 mg;un comprimé
68256579;3226;50 mg;une gélule
68257528;17878;300 mg;un comprimé
68257528;31844;600 mg;un comprimé
68257752;38643;80 mg;4 ml de solution à diluer
68259372;527;60 mg;un comprimé
68259696;1807;0,03 mg;un comprimé
68259696;18867;3,00 mg;un comprimé
68261117;55222;168 mg;un comprimé
68261117;66219;180 mg;un comprimé
68262411;4658;2CH à 30CH et 4DH à 60DH;un comprimé
68262411;4658;2CH à 30CH et 4DH à 60DH;un comprimé
68262411;4658;2CH à 30CH et 4DH à 60DH (pommade à 4 %);un comprimé
68262411;4658;2CH à 30CH et 4DH à 60DH;un comprimé
68262411;4658;2CH à 30CH et 4DH à 60DH;un comprimé
68262411;4658;2CH à 30CH et 4DH à 60DH;un comprimé
68262500;16951;2,50 mg;1 ml de solution injectable
68262500;42537;2 mg;1 ml de solution injectable
68262525;2590;2 mg;un comprimé
68262646;5;500 mg;un comprimé
68262646;420;50 mg;un comprimé
68263545;72101;60 mg;une gélule
68264234;5558;5 mg;1 ml de solution injectable
68264469;8173;16,8 microgrammes;1 ml
68265101;1525;140 microgrammes (5600 UI);un comprimé
68265101;35532;70 mg;un comprimé
68265172;52118;25 microgrammes;un comprimé
68266388;37;140 mg;un emplâtre médicamenteux
68266705;23957;30 mg;une gélule
68267102;16849;300 mg;une gélule
68267981;823;100 mg;un comprimé
68268147;1830;4 mg;un comprimé
68268706;13002;2CH à 30CH et 4DH à 60DH;un comprimé
68268706;13002;2CH à 30CH et 4DH à 60DH;un comprimé
68268706;13002;2CH à 30CH et 4DH à 60DH (pommade à 1 %, 4 % ou 10 %);un comprimé
68268706;13002;2CH à 30CH et 4DH à 60DH;un comprimé
68268706;13002;2CH à 30CH et 4DH à 60DH;un comprimé
68268706;13002;2CH à 30CH et 4DH à 60DH;un comprimé
68268955;17723;15 mg;un comprimé
68269128;2064;12,5 mg;un comprimé
68269128;48528;50 mg;un comprimé
68269128;64438;45,76 mg;un comprimé
68269288;34855;80,00 mg;un comprimé
68269288;44598;247,25 mg;un comprimé
68269313;1473;50 mg;une gélule
68269313;96774;167,84 mg;une gélule
68269975;2533;10 mg;un comprimé
68270422;2726;100 mg;un comprimé
68270422;5097;135 mg;un comprimé
68270924;2754;200 mg;un comprimé
68272067;49207;10 mg;un comprimé
68272067;72074;8,31 mg;un comprimé
68272626;80889;80 mg;un comprimé
68274043;87823;500 UI;un flacon
68274328;3011;10 g;100 ml de solution pour perfusion
68276279;1;2 mg;un lyophilisat
68276457;4129;500 mg;un comprimé
68278216;15734;160 mg;un comprimé
68278216;39727;5 mg;un comprimé
68278928;18827;1,5 mg;un comprimé
68278928;47554;1,05 mg;un comprimé
68279040;32044;120 mg;une seringue préremplie de 1 mL
68279250;19809;10 mg;un comprimé
68279250;73242;10 mg;un comprimé
68280975;54648;15,0 mg;100 ml de solution buvable
68281778;1786;1,25 mg;un dispositif transdermique
68281778;71064;1,29 mg;un dispositif transdermique
68282830;5087;30 mg;un comprimé
68282830;46704;26,9 mg;un comprimé
68283252;382;175 microgrammes;un comprimé
68283252;68783;170,18 microgrammes;un comprimé
68283672;80102;4 mg;un comprimé
68283829;60189;20000 UI;une seringue préremplie de 0,5 ml
68284564;30981;14,20 mg;une gomme
68284564;94037;2 mg;une gomme
68284849;20038;2CH à 30CH et 4DH à 60DH;une gomme
68284849;20038;2CH à 30CH et 4DH à 60DH (pommade à 4 %);une gomme
68284849;20038;2CH à 30CH et 4DH à 60DH;une gomme
68284849;20038;2CH à 30CH et 4DH à 60DH;une gomme
68286871;2109;0,082 g;100 g de sirop
68286871;76594;2,400 g;100 g de sirop
68288712;23046;50 mg;un comprimé
68288833;428;1250 mg;un comprimé
68288833;1525;400 UI;un comprimé
68288833;4168;50 mg;un comprimé
68288833;72723;500 mg;un comprimé
68289554;5248;125 mg;une dose de 5 mL de suspension buvable reconstituée
68291548;37430;1 mg;1 mL de solution buvable
68293225;24563;500 mg;un comprimé
68293517;1080;1 mg;1 ml de solution
68293613;38467;3,3 mg;1 g de gel
68293613;60394;5 mg;1 g de gel
68294455;99857;250 UI;un flacon
68294487;83808;5CH à 30CH et 10DH à 60DH;un flacon
68294487;83808;5CH à 30CH et 10DH à 60DH;un flacon
68294487;83808;5CH à 30CH et 10DH à 60DH (pommade à 4 %);un flacon
68294487;83808;5CH à 30CH et 10DH à 60DH;un flacon
68294487;83808;5CH à 30CH et 10DH à 60DH;un flacon
68294487;83808;5CH à 30CH et 10DH à 60DH;un flacon
68294626;19809;10 mg;un comprimé
68294626;92464;10,85 mg;un comprimé
68295219;11626;200 mg;un comprimé
68296050;27222;25 mg;un comprimé
68296221;5407;18 mg;comprimé
68296221;12225;15,57 mg;comprimé
68296666;1754;2,0 g;100 ml de solution injectable
68297693;82384;500 mg;un comprimé
68298553;46167;350 mg;un flacon
68299826;2092;5 g;100 g
68299979;338;2 g;100 ml
68300050;1525;140 microgrammes (5600 UI);un comprimé
68300050;35532;70 mg;un comprimé
68300285;30925;596,50 mg;un flacon de poudre
68300285;35232;500,00 mg;un flacon de poudre
68300762;5;1 g;un flacon
68300762;3107;1,8 g;un flacon
68301348;27570;200 mg;une gélule
68301348;87658;227,8 mg;une gélule
68302585;93722;50 mg;1 g de crème
68303281;3009;62,5 mg;un comprimé
68303281;30216;25 mg;un comprimé
68303445;25715;5 g;100 g de crème
68303979;86571;100,00 mg;un comprimé
68305211;59860;10 mg;1 ml de suspension
68306249;41788;500 microgrammes;une dose mesurée
68306249;57781;50 microgrammes;une dose mesurée
68307397;15734;160 mg;un comprimé
68307397;39727;10 mg;un comprimé
68309829;4653;50 mg;1 ml
68310468;56421;150 mg;un comprimé
68311278;74148;600 mg;un comprimé
68311292;80114;40 mg;un stylo unidose 0,8 mL
68311602;89971;10 mg;un comprimé
68311869;975;3 M.U.I.;un comprimé
68312864;532;15 g;100 g
68312864;676;8 g;100 g
68312864;19236;2 g;100 g
68313699;602;60 mg;un comprimé
68314018;21888;2,16 mg;un comprimé
68314018;54459;2 mg;un comprimé
68314356;3239;80 mg;une capsule
68314370;71861;2 mg;un comprimé
68315604;8637;3CH à 30CH et 6DH à 60DH;un comprimé
68315604;8637;3CH à 30CH et 6DH à 60DH;un comprimé
68315604;8637;3CH à 30CH et 6DH à 60DH (pommade à 1 %, 4 % ou 10 %);un comprimé
68315604;8637;3CH à 30CH et 6DH à 60DH;un comprimé
68315604;8637;3CH à 30CH et 6DH à 60DH;un comprimé
68315604;8637;3CH à 30CH et 6DH à 60DH;un comprimé
68315675;81461;60 mg;un comprimé
68315675;97362;66,133 mg;un comprimé
68316389;17723;5 mg;un comprimé
68316916;74148;2 mg;1 ml de solution
68317509;87041;4CH à 30CH et 8DH à 60DH (crème à 4 %);1 ml de solution
68317509;87041;4CH à 30CH et 8DH à 60DH;1 ml de solution
68317509;87041;4CH à 30CH et 8DH à 60DH;1 ml de solution
68318486;13112;0,5 mg;un comprimé
68318874;41651;189 mg;1 mL de solution
68318931;2376;7,50 mg;un lyophilisat
68319595;4442;662,9 mg;un comprimé
68319595;24321;850 mg;un comprimé
68319944;47102;66 microgrammes;1,5 ml de solution
68320156;48940;200 ppm mole;une mole
68320252;1097;100 mg;un comprimé
68320366;28847;800 mg;un comprimé
68321824;23957;15 mg;un comprimé
68322100;2202;325 mg;un comprimé
68322100;86571;37,5 mg;un comprimé
68322762;1807;0,035 mg;un comprimé
68322762;4400;0,18 mg;un comprimé
68322762;1807;0,035 mg;un comprimé
68322762;4400;0,215 mg;un comprimé
68322762;1807;0,035 mg;un comprimé
68322762;4400;0,25 mg;un comprimé
68323818;52951;1000 mg;un flacon
68324489;549;30,0000 g;100 ml de solution
68324489;35195;65,8100 g;100 ml de solution
68325609;5242;120 mg;une gélule
68328199;74405;2 mg;un comprimé
68328338;49416;250 mg;un flacon
68329212;39727;5 mg;une gélule
68329212;93748;6,94 mg;une gélule
68329714;35232;1 g;10 ml de solution reconstituée
68329792;5348;0.031 mg;un comprimé
68329792;10109;0,240 mg;un comprimé
68329792;18516;0,220 mg;un comprimé
68329792;64114;0.027 mg;un comprimé
68330200;39799;5 mg;un comprimé
68330257;788;2,83 g;100 ml
68330257;1140;2,50 mg;100 ml
68330403;98322;0,50 mg;une gélule
68330410;189;0,45 g;un sachet de 1,5 g
68330410;7485;0,45 g;un sachet de de 1,5 g
68330410;8582;0,45 g;un sachet de 1,5 g
68330684;5760;36,60 mg;un comprimé
68330684;8846;25 mg;un comprimé
68332774;432;9 g;100 ml de solution injectable
68332774;2962;1,3 g;100 ml de solution injectable
68333157;7504;2CH à 30CH et 4DH à 60DH;100 ml de solution injectable
68333157;7504;2CH à 30CH et 4DH à 60DH;100 ml de solution injectable
68333157;7504;2CH à 30CH et 4DH à 60DH (pommade à 1 %, 4 % ou 10 %);100 ml de solution injectable
68333157;7504;2CH à 30CH et 4DH à 60DH;100 ml de solution injectable
68333157;7504;2CH à 30CH et 4DH à 60DH;100 ml de solution injectable
68333157;7504;2CH à 30CH et 4DH à 60DH;100 ml de solution injectable
68333591;24982;13,05 mg;un comprimé
68333591;35532;10,00 mg;un comprimé
68333709;32833;8 mg;une gélule
68333755;2283;180 mg;un comprimé
68334241;2064;6,25 mg;un comprimé
68334241;7436;10 mg;un comprimé
68334405;6776;21,36 mg;une gélule
68334405;25114;24 mg;une gélule
68335966;2218;500 mg;un comprimé
68336954;17477;100 microgrammes;un comprimé
68337369;2092;200 mg;un comprimé
68337593;2064;12,5 mg;un comprimé
68337593;8736;21,7 mg;un comprimé
68337593;87533;20 mg;un comprimé
68337700;960;1,6 mg;0,25 ml de solution reconstituée
68337885;15734;40 mg;un comprimé
68338784;250;0,80000 g;100 ml de sirop
68338784;1522;0,05416 g;100 ml de sirop
68338784;4216;0,06670 g;100 ml de sirop
68340034;4179;200 microgrammes;une dose mesurée
68340034;30613;6 microgrammes;une dose délivrée
68340917;96835;10 mg;un comprimé
68341093;93;0,298 mg;1 ml de solution
68341093;430;0,147 mg;1 ml de solution
68341093;529;10 mg;1 ml de solution
68341093;631;4,082 mg;1 ml de solution
68341093;901;6,429 mg;1 ml de solution
68341093;3018;0,203 mg;1 ml de solution
68341093;17150;11 mg;1 ml de solution
68341392;2667;1 mg;1 ml de solution injectable
68343016;2633;1,544 mg;un comprimé
68343016;66240;1 mg;un comprimé
68343525;58345;200 mg;un comprimé
68344004;65948;5 mg;un comprimé
68344335;37;75 mg;un comprimé
68344335;36592;69,6 mg;un comprimé
68346119;3929;1 g;100 g
68346293;7787;0,90 g;100 g
68347107;32743;1 mg;un comprimé
68347388;4442;780 mg;un comprimé
68347388;24321;1000 mg;un comprimé
68348757;54693;75 mg;un comprimé
68349332;96835;5 mg;un comprimé
68349364;27570;200 mg;une gélule
68349713;84393;4 - 30 GBq à la date de référence;un générateur
68350199;91931;50 mg;un flacon
68351486;9586;4 mg;un comprimé
68351486;39727;5 mg;un comprimé
68351486;52431;3,34 mg;un comprimé
68352264;2405;3 mg;1 ml de solution injectable
68352481;31416;75 mg;un comprimé
68353583;39357;125 mg;un comprimé
68353836;20890;100,00 mg;un comprimé
68353989;42406;50 mg;une gélule
68354386;78975;2,5 mg;un comprimé
68354703;74798;25 mg;un comprimé
68354856;2092;400 mg;un comprimé
68354856;29909;684 mg;un comprimé
68355716;52431;1,6975 mg;un comprimé
68355716;69916;2,5 mg;un comprimé
68355730;10171;20 mg;un comprimé
68355755;2064;12,5 mg;un comprimé
68355755;3682;20 mg;un comprimé
68356259;21053;25 mg;un comprimé
68356362;24563;250 mg;un comprimé
68356857;819;1,5 mg;un comprimé
68356985;5414;0,700 g;100 mL de solution
68357215;5809;4CH à 30CH et 7DH à 60DH;100 mL de solution
68357215;5809;4CH à 30CH et 7DH à 60DH;100 mL de solution
68357215;5809;4CH à 30CH et 7DH à 60DH (pommade à 4 %);100 mL de solution
68357215;5809;4CH à 30CH et 7DH à 60DH;100 mL de solution
68357215;5809;4CH à 30CH et 7DH à 60DH;100 mL de solution
68357215;5809;4CH à 30CH et 7DH à 60DH;100 mL de solution
68358114;1758;5 mg;une ampoule
68359312;2064;12,5 mg;un comprimé
68359312;11532;5 mg;un comprimé
68359839;24606;4CH à 30CH et 8DH à 60DH;un comprimé
68359839;24606;4CH à 30CH et 8DH à 60DH;un comprimé
68359839;24606;4CH à 30CH et 8DH à 60DH (pommade à 4 %);un comprimé
68359839;24606;4CH à 30CH et 8DH à 60DH;un comprimé
68359839;24606;4CH à 30CH et 8DH à 60DH;un comprimé
68359839;24606;4CH à 30CH et 8DH à 60DH;un comprimé
68360040;4963;100 mg;100 ml de solution pour application cutanée
68360453;40628;2 mg;1 ml
68361320;44570;qs (sous une pression de 200 bar);1 ml
68362116;9146;2CH à 30CH et 4DH à 60DH;1 ml
68362116;9146;2CH à 30CH et 4DH à 60DH;1 ml
68362116;9146;2CH à 30CH et 4DH à 60DH (pommade à 4 %);1 ml
68362116;9146;2CH à 30CH et 4DH à 60DH;1 ml
68362116;9146;2CH à 30CH et 4DH à 60DH;1 ml
68362116;9146;2CH à 30CH et 4DH à 60DH;1 ml
68362319;17723;5 mg;un comprimé
68362550;291;300 mg;un comprimé
68362550;64768;346,00 mg;un comprimé
68363517;4595;2CH à 30CH et 4DH à 60DH;un comprimé
68363517;4595;2CH à 30CH et 4DH à 60DH;un comprimé
68363517;4595;2CH à 30CH et 4DH à 60DH (pommade à 4 %);un comprimé
68363517;4595;2CH à 30CH et 4DH à 60DH;un comprimé
68363517;4595;2CH à 30CH et 4DH à 60DH;un comprimé
68363517;4595;2CH à 30CH et 4DH à 60DH;un comprimé
68363595;8215;12,50 mg;un comprimé
68363727;12683;2CH à 30CH et 4DH à 60DH;un comprimé
68363727;12683;2CH à 30CH et 4DH à 60DH;un comprimé
68363727;12683;2CH à 30CH et 4DH à 60DH (pommade à 1 %, 4 % ou 10 %);un comprimé
68363727;12683;2CH à 30CH et 4DH à 60DH;un comprimé
68363727;12683;2CH à 30CH et 4DH à 60DH;un comprimé
68363727;12683;2CH à 30CH et 4DH à 60DH;un comprimé
68364117;678;5 mg;un comprimé
68364341;1807;0,02 mg;un comprimé
68364341;27380;0,15 mg;un comprimé
68364551;2382;500 mg;un comprimé
68365226;626;100,00 microgrammes;une dose
68365226;3559;120,50  microgrammes;une dose
68365525;18380;1 g;100 ml
68366100;56421;100 mg;un comprimé
68366495;92375;100 mg;un comprimé
68368699;46352;500 microgrammes;1 ml
68368941;42537;8 mg;un comprimé
68369527;33803;10 mg;un comprimé
68369527;70320;9,12 mg;un comprimé
68369993;71153;20 mg;un comprimé
68370337;2201;5 g;100 g de pommade
68370547;31416;300 mg;un comprimé
68371574;95484;5 mg;un comprimé
68371745;20540;100 mg;un comprimé
68372441;45262;100 mg;une seringue préremplie de 1 mL de solution
68373205;2064;25 mg;un comprimé
68373205;31416;300 mg;un comprimé
68373358;549;30 g;100 ml
68373358;2293;62,340 g;100 ml
68373461;21844; 2CH à 30CH et 4DH à 60DH;100 ml
68373461;21844;2CH à 30CH et 4DH à 60DH;100 ml
68373461;21844;2CH à 30CH et 4DH à 60DH;100 ml
68373924;36065;0,5 mg;une gélule
68373924;66494;0,4 mg;une gélule
68374652;39422;150 mg;une gélule
68375131;568;105 mg;100 ml
68375131;27368;350 mg;100 ml
68375366;23247;5 mg;un comprimé
68375366;27222;25 mg;un comprimé
68375366;45847;5,39 mg;un comprimé
68377381;7283;4CH à 30CH et 8DH à 60DH (crème à 4 %);un comprimé
68377381;7283;4CH à 30CH et 8DH à 60DH;un comprimé
68377381;7283;4CH à 30CH et 8DH à 60DH;un comprimé
68377381;7283;4CH à 30CH et 8DH à 60DH;un comprimé
68377552;873;1 mg;1 ml
68377584;53028;2 mg;1 ml de solution
68377584;62835;2,68 mg;1 ml de solution
68377940;32925;281,25 mg;un comprimé
68377940;72481;250 mg;un comprimé
68377958;93;2 g;1000 ml
68377958;901;4 g;1000 ml
68377958;17150;55 g;1000 ml
68378405;44461;300 Unités;1 ml de solution
68378686;28969;2CH à 30CH et 4DH à 60DH;1 ml de solution
68378686;28969;2CH à 30CH et 4DH à 60DH;1 ml de solution
68378686;28969;2CH à 30CH et 4DH à 60DH (pommade à 4 %);1 ml de solution
68378686;28969;2CH à 30CH et 4DH à 60DH;1 ml de solution
68378686;28969;2CH à 30CH et 4DH à 60DH;1 ml de solution
68378686;28969;2CH à 30CH et 4DH à 60DH;1 ml de solution
68379126;65817;20 mg;un comprimé
68379464;529;30 g;100 ml de solution pour perfusion
68379514;23926;100,000 mg;un comprimé
68379514;36373;10,000 mg;un comprimé
68379514;92959;30,000 mg;un comprimé
68380153;7436;7,5 mg;un comprimé
68380281;5248;100 mg;1 ml de suspension reconstituée
68380281;93286;12,50 mg;1 ml de suspension reconstituée
68381052;91389;75 mg;un sachet
68382834;39422;50 mg;une gélule
68382930;3902;67 mg;une gélule
68383021;20256;42,430 mg;une gélule
68383021;26322;37,500 mg;une gélule
68384454;8172;2CH à 30CH et 4DH à 60DH;une gélule
68384454;8172;2CH à 30CH et 4DH à 60DH;une gélule
68384454;8172;2CH à 30CH et 4DH à 60DH (pommade à 1 %, 4 % ou 10 %);une gélule
68384454;8172;2CH à 30CH et 4DH à 60DH;une gélule
68384454;8172;2CH à 30CH et 4DH à 60DH;une gélule
68384454;8172;2CH à 30CH et 4DH à 60DH;une gélule
68386619;473;2 g;100 ml de solution
68387379;532;0,72 g;un suppositoire
68388125;7589;2CH à 30CH et 4DH à 60DH;un suppositoire
68388125;7589;2CH à 30CH et 4DH à 60DH;un suppositoire
68388125;7589;2CH à 30CH et 4DH à 60DH;un suppositoire
68389476;35876;5,7 mg;un comprimé
68389476;62155;5 mg;un comprimé
68389750;532;1,152 g;un suppositoire
68389896;47834;6,75 mg;0,9 ml
68390471;3579;2CH à 30CH et 4DH à 60DH;0,9 ml
68390471;3579;2CH à 30CH et 4DH à 60DH;0,9 ml
68390471;3579;2CH à 30CH et 4DH à 60DH (pommade à 1%, 4% ou 10%);0,9 ml
68390471;3579;2CH à 30CH et 4DH à 60DH;0,9 ml
68390471;3579;2CH à 30CH et 4DH à 60DH;0,9 ml
68390471;3579;2CH à 30CH et 4DH à 60DH;0,9 ml
68390553;2092;200 mg;un comprimé
68391071;52431;6,79 mg;un comprimé
68391071;69916;10 mg;un comprimé
68391203;1080;150 microgrammes;une dose de 0,15 ml
68391527;428;1,875 g;un comprimé
68391527;72723;0,750 g;un comprimé
68392159;901;20 g;100 ml de solution
68392419;9586;8 mg;un comprimé
68392419;39727;5 mg;un comprimé
68392419;52431;6,676 mg;un comprimé
68392419;93748;6,94 mg;un comprimé
68393033;37200;0,200 mg;1 ml de solution injectable
68393389;89276;80 mg;un comprimé
68393396;93;5 g;100 ml de sirop
68393396;5618;2 g;100 ml de sirop
68393478;31681;3CH à 30CH et 5DH à 60DH;100 ml de sirop
68395073;942;250 mg;un comprimé
68395073;36288;30 mg soit 5 mg quantité exprimée en coumarine;un comprimé
68395529;98145;1 mg;1 mL de solution
68396830;78924;19,17 mg;un comprimé
68396830;89971;15 mg;un comprimé
68396894;2064;12,5 mg;un comprimé
68396894;73594;16 mg;un comprimé
68397042;5087;20 mg;une gélule
68397042;46704;17,93 mg;une gélule
68398945;39422;100 mg;une gélule
68399068;5718;50 mg;1 ml de solution reconstituée
68399196;9166;2CH à 30CH et 4DH à 60DH;1 ml de solution reconstituée
68399196;9166;2CH à 30CH et 4DH à 60DH;1 ml de solution reconstituée
68399196;9166;2CH à 30CH et 4DH à 60DH (pommade à 4 %);1 ml de solution reconstituée
68399196;9166;2CH à 30CH et 4DH à 60DH;1 ml de solution reconstituée
68399196;9166;2CH à 30CH et 4DH à 60DH;1 ml de solution reconstituée
68399196;9166;2CH à 30CH et 4DH à 60DH;1 ml de solution reconstituée
68399214;2754;1,5 mg;un récipient unidose
68399755;84452;80 mg;une gélule
68399755;84452;125 mg;une gélule
68399919;5248;1 g;un flacon
68399919;93286;200 mg;un flacon
68400129;85516;0,5 g;un flacon
68401010;264;2 mg;une gélule
68401067;25715;30 mg;1 g de pommade
68402767;5621;150 mg;un comprimé
68403716;37011;100 mg;un comprimé
68403755;2463;200 mg;une gélule
68403812;19476;6 mg;un récipient unidose
68403965;859;6,03 mg;un comprimé
68403965;53450;5,00 mg;un comprimé
68405756;53028;5 mg;1 ml de solution
68405756;62835;6,70 mg;1 ml de solution
68406840;33;4,000 ml;100 ml
68406840;3778;0,250 g;100 ml
68406840;4771;0,025 g;100 ml
68407287;2640;500 mg;un comprimé
68408115;38643;160 mg;8 ml de solution à diluer
68408122;37430;1 mg;un comprimé
68410194;15734;80 mg;un comprimé
68411271;594;200 mg;une gélule
68411798;17061;100 mg;un comprimé
68411798;99303;130,45 mg;un comprimé
68412722;20256;84,85 mg;une gélule
68412722;26322;75 mg;une gélule
