codeCIS;denomination;libelleFormePharmaceutique
60328261;ACTISKENAN 5 mg, comprimé orodispersible;comprimé orodispersible
62417470;ACTISKENAN 5 mg, gélule;gélule
66047164;ACTISOUFRE 4 mg/50 mg par 10 ml, suspension buvable ou pour instillation nasale;suspension buvable ou pour instillation
67928230;ACTISOUFRE, solution pour pulvérisation nasale/buccale en flacon pressurisé;solution pour pulvérisation
62210849;ACTIVELLE, comprimé pelliculé;comprimé pelliculé
68933636;ACTIVIR 5 % crème;crème
64955489;ACTIVOX RHUME PELARGONIUM, solution buvable;solution buvable
69716824;ACTONEL 30 mg, comprimé pelliculé;comprimé pelliculé
64392560;ACTONEL 35 mg, comprimé gastro-résistant;comprimé gastro-résistant(e)
60399454;ACTONEL 35 mg, comprimé pelliculé;comprimé pelliculé
60262879;ACTONEL 35 mg, comprimé pelliculé;comprimé pelliculé
60727189;ACTONEL 35 mg, comprimé pelliculé;comprimé pelliculé
64144419;ACTONEL 5 mg, comprimé pelliculé;comprimé pelliculé
65740030;ACTONEL 75 mg, comprimé pelliculé;comprimé pelliculé
66477041;ACTONEL 75 mg, comprimé pelliculé;comprimé pelliculé
67332173;ACTONEL 75 mg, comprimé pelliculé;comprimé pelliculé
64566299;ACTONELCOMBI 35 mg + 1000 mg/880 UI, comprimé pelliculé et granulés effervescents;comprimé pelliculé et  granulés effervescent(e)
68951171;ACTOSOLV 100 000 UI, poudre pour solution injectable/pour perfusion;poudre pour solution injectable pour perfusion
67448313;ACTOSOLV 600 000 UI, poudre pour solution injectable/pour perfusion;poudre pour solution injectable pour perfusion
62809126;ACTRAPID 100 unités internationales/ml, solution injectable;solution injectable
61995884;ACTRAPID PENFILL 100 unités internationales/ml, solution injectable en cartouche;solution injectable
62040674;ACTRON, comprimé effervescent;comprimé effervescent(e)
60043038;ACTYNOX 50 %/50 % v/v, gaz médicinal comprimé;gaz
68337593;ACUILIX 20 mg/12,5 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
62927128;ACUITEL 20 mg, comprimé enrobé sécable;comprimé enrobé sécable
62206135;ACUITEL 5 mg, comprimé enrobé sécable;comprimé enrobé sécable
63866361;ACULAR 0,5 %, collyre en solution;collyre
62580656;ACUPAN 20 mg/2 mL, solution injectable;solution injectable
62004984;ADAKVEO 10 mg/mL, solution à diluer pour perfusion;solution à diluer pour perfusion
62287112;ADALATE 10 mg, capsule;capsule
65347828;ADALATE 20 mg L.P., comprimé à libération prolongée;comprimé à libération prolongée
67680190;ADANCOR 10 mg, comprimé sécable;comprimé sécable
60861252;ADANCOR 20 mg, comprimé;comprimé
65099368;ADAPALENE TEVA 0,1 POUR CENT, crème;crème
67245747;ADAPALENE ZENTIVA 0,1 %, crème;crème
62886560;ADAPALENE ZENTIVA 0,1 %, gel;gel
69422057;ADARTREL 0,25 mg, comprimé pelliculé;comprimé pelliculé
69982928;ADARTREL 0,50 mg, comprimé pelliculé;comprimé pelliculé
67276995;ADARTREL 2 mg, comprimé pelliculé;comprimé pelliculé
64892010;ADASUVE 9,1 mg, poudre pour inhalation en récipient unidose;poudre pour inhalation
68438457;ADCETRIS 50 mg, poudre pour solution à diluer pour perfusion;poudre pour solution à diluer pour perfusion
63206355;ADCIRCA 20 mg, comprimé pelliculé;comprimé pelliculé
64832942;ADEMPAS 0,5 mg, comprimé pelliculé;comprimé pelliculé
66086562;ADEMPAS 1 mg, comprimé pelliculé;comprimé pelliculé
60025054;ADEMPAS 1,5 mg, comprimé pelliculé;comprimé pelliculé
60203795;ADEMPAS 2 mg, comprimé pelliculé;comprimé pelliculé
61875550;ADEMPAS 2,5 mg, comprimé pelliculé;comprimé pelliculé
61855583;ADENOSCAN 30 mg/10 mL, solution pour perfusion;solution pour perfusion
62967603;ADENOSINE ACCORD 30 mg/10 ml, solution pour perfusion;solution pour perfusion
68352264;ADENOSINE ACCORD 6 mg/2 ml, solution injectable;solution injectable
63052537;ADENOSINE MEDISOL 6 mg/2 ml, solution injectable;solution injectable
64493890;ADENURIC 120 mg, comprimé pelliculé;comprimé pelliculé
61871331;ADENURIC 80 mg, comprimé pelliculé;comprimé pelliculé
60928936;ADEPAL, comprimé enrobé;comprimé enrobé et  comprimé enrobé enrobé
66265330;ADIAZINE 500 mg, comprimé;comprimé
63359632;ADONIS VERNALIS BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade
60351662;ADONIS VERNALIS LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade
67443501;ADONIS VERNALIS, digesté WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;granules et  poudre et  solution en gouttes en gouttes
67180032;ADONTEX 0,12 %, solution pour bain de bouche;solution pour bain de bouche
68955248;ADOPORT 0,5 mg, gélule;gélule
68176916;ADOPORT 1 mg, gélule;gélule
66927104;ADOPORT 2 mg, gélule;gélule
61964294;ADOPORT 5 mg, gélule;gélule
62024136;ADRENALINE AGUETTANT 0,1 mg/mL sans sulfite, solution injectable en seringue pré-remplie;solution injectable
69150358;ADRENALINE AGUETTANT 1 mg/mL SANS SULFITE, solution injectable;solution injectable
61912155;ADRENALINE AGUETTANT 1 mg/mL sans sulfite, solution injectable en seringue pré-remplie;solution injectable
61072758;ADRENALINE AGUETTANT 1 mg/ml, solution injectable en ampoule;solution injectable
69325747;ADRENALINE RENAUDIN 0,25 mg/ml, solution injectable en ampoule;solution injectable
69556177;ADRENALINE RENAUDIN 0,50 mg/ml, solution injectable;solution injectable
69553494;ADRENALINE RENAUDIN 1 mg/ml, solution injectable en ampoule;solution injectable
66305127;ADRENALINUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade
66800110;ADRENALINUM LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade
65884582;ADREVIEW [123I] 74 MBq/mL, solution injectable;solution injectable
65771499;ADRIBLASTINE 10 mg, poudre pour solution injectable en flacon;lyophilisat pour usage parentéral pour perfusion
69035345;ADRIBLASTINE 10 mg/5 ml, solution injectable pour perfusion en flacon;solution injectable pour perfusion
65488729;ADRIBLASTINE 200 mg/100 ml, solution injectable pour perfusion en flacon;solution injectable pour perfusion
64367525;ADRIBLASTINE 50 mg, poudre pour solution injectable en flacon;lyophilisat pour usage parentéral pour perfusion
64661854;ADRIBLASTINE 50 mg/25 ml, solution injectable pour perfusion en flacon;solution injectable pour perfusion
66269026;ADRIGYL 10 000 UI/ml, solution buvable en gouttes;solution buvable en gouttes
63725282;ADROVANCE 70 mg/2800 UI, comprimé;comprimé
63230395;ADROVANCE 70 mg/5600 UI, comprimé;comprimé
62444268;ADTRALZA 150 mg, solution injectable en seringue préremplie;solution injectable
67822622;ADULAIRE BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade
63931834;ADVAGRAF 0,5 mg, gélule à libération prolongée;gélule à libération prolongée
64297436;ADVAGRAF 1 mg, gélule à libération prolongée;gélule à libération prolongée
61604257;ADVAGRAF 3 mg, gélule à libération prolongée;gélule à libération prolongée
61727612;ADVAGRAF 5 mg, gélule à libération prolongée;gélule à libération prolongée
66954464;ADVATE 1000 UI, poudre et solvant pour solution injectable;poudre et  solvant pour solution injectable
64445956;ADVATE 1500 UI, poudre et solvant pour solution injectable;poudre et  solvant pour solution injectable
68255655;ADVATE 2000 UI, poudre et solvant pour solution injectable;poudre et  solvant pour solution injectable
68294455;ADVATE 250 UI, poudre et solvant pour solution injectable;poudre et  solvant pour solution injectable
69558317;ADVATE 3000 UI, poudre et solvant pour solution injectable;poudre et  solvant pour solution injectable
67778827;ADVATE 500 UI, poudre et solvant pour solution injectable;poudre et  solvant pour solution injectable
68634000;ADVIL 200 mg, comprimé enrobé;comprimé enrobé
63646874;ADVIL 400 mg, comprimé enrobé;comprimé enrobé
67848097;ADVILCAPS 200 mg, capsule molle;capsule molle
61959735;ADVILCAPS 400 mg, capsule molle;capsule molle
62217014;ADVILGEL 5 %, gel;gel
68033779;ADVILMED 100 mg, comprimé enrobé;comprimé enrobé
63040606;ADVILMED 400 mg, comprimé enrobé;comprimé enrobé
69955824;ADVILMED 5 %, gel;gel
61902232;ADVILMED ENFANTS ET NOURRISSONS 20 mg/1 ml, suspension buvable en flacon;suspension buvable
61598943;ADYNOVI 2000 UI/5 ml, poudre et solvant pour solution injectable;poudre et  solvant pour solution injectable
69643760;AERIUS 0,5 mg/ml, solution buvable;solution buvable
61833327;AERIUS 5 mg, comprimé pelliculé;comprimé pelliculé
63498500;AERRANE, liquide pour inhalation par vapeur;liquide pour inhalation par vapeur
61054685;AESCULUS COMPLEXE N°103, solution buvable en gouttes;solution buvable en gouttes
61276928;AESCULUS COMPOSE;granules
63869208;AESCULUS GLABRA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade
69543062;AESCULUS HIPPOCASTANUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade
62620175;AESCULUS HIPPOCASTANUM LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade
64122248;AESCULUS HIPPOCASTANUM WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;granules et  crème et  solution en gouttes en gouttes
69213673;AESCULUS HIPPOCASTANUM, décocté WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; crème et solution et granules et poudre
60955709;AETHIOPS MERCURIALIS MINERALIS BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH; comprimé et solution(s) et granules et poudre et pommade
68930647;AETHIOPS MERCURIALIS MINERALIS LEHNING, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH; comprimé et solution(s) et granules et poudre et pommade
66067715;AETHUSA CYNAPIUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade
61282849;AETHUSA CYNAPIUM LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade
67316525;AETOXISCLEROL 1 % (20 mg/2 mL), solution injectable;solution injectable
64700855;AETOXISCLEROL TAMPONNE 0,25 POUR CENT (5 mg/2 ml), solution injectable (I.V.) en ampoule;solution injectable
68821893;AETOXISCLEROL TAMPONNE 0,5 POUR CENT (10 mg/2 ml), solution injectable (IV) en ampoule;solution injectable
64920036;AETOXISCLEROL TAMPONNE 2 POUR CENT (40 mg/2 ml), solution injectable (IV) en ampoule;solution injectable
68080800;AETOXISCLEROL TAMPONNE 3 POUR CENT (60 mg/2 ml), solution injectable (IV) en ampoule;solution injectable
64201368;AFINITOR 10 mg, comprimé;comprimé
62142469;AFINITOR 2,5 mg, comprimé;comprimé
69867865;AFINITOR 5 mg, comprimé;comprimé
60833559;AFLAVIS 1 mg/mL, collyre en solution;collyre en solution
61906519;AFSTYLA 1000 UI, poudre et solvant pour solution injectable;poudre et  solvant pour solution injectable
60944716;AFSTYLA 1500 UI, poudre et solvant pour solution injectable;poudre et  solvant pour solution injectable
64477690;AFSTYLA 2000 UI, poudre et solvant pour solution injectable;poudre et  solvant pour solution injectable
66216027;AFSTYLA 250 UI, poudre et solvant pour solution injectable;poudre et  solvant pour solution injectable
61411315;AFSTYLA 2500 UI, poudre et solvant pour solution injectable;poudre et  solvant pour solution injectable
64280351;AFSTYLA 3000 UI, poudre et solvant pour solution injectable;poudre et  solvant pour solution injectable
67710662;AFSTYLA 500 UI, poudre et solvant pour solution injectable;poudre et  solvant pour solution injectable
60007960;AFTAGEL, gel buccal;gel
67717450;AGARICUS BULBOSUS BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade
62313404;AGARICUS BULBOSUS LEHNING, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH; comprimé et solution(s) et granules et poudre et pommade
66347585;AGARICUS BULBOSUS WELEDA, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH;granules et  solution en gouttes en gouttes
68786104;AGARICUS MUSCARIUS BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade
65062366;AGARICUS MUSCARIUS LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade
67197786;AGARICUS MUSCARIUS WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;granules et  solution en gouttes en gouttes
69061404;AGAVE AMERICANA BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 7DH et 60DH; comprimé et solution(s) et granules et poudre et pommade
66768488;AGIOLAX, granulés;granulés
60386574;AGNUS CASTUS BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade
68820332;AGNUS CASTUS LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade
68760180;AGNUS CASTUS WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;granules et  solution en gouttes en gouttes
64798333;AGOMELATINE BIOGARAN 25 mg, comprimé pelliculé;comprimé pelliculé
66452892;AGOMELATINE CRISTERS 25 mg, comprimé pelliculé;comprimé pelliculé
69718024;AGOMELATINE EG 25 mg, comprimé pelliculé;comprimé pelliculé
65359652;AGOMELATINE MYLAN 25 mg, comprimé pelliculé;comprimé pelliculé
62525777;AGOMELATINE ZENTIVA 25 mg, comprimé pelliculé;comprimé pelliculé
60486279;AGOMÉLATINE HCS 25 mg, comprimé pelliculé;comprimé pelliculé
68775684;AGRAPHIS NUTANS BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade
61825622;AGRAPHIS NUTANS LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade
66766366;AGRASTAT 250 microgrammes/ml, solution à diluer pour perfusion;solution à diluer pour perfusion
65024764;AGRASTAT 50 microgrammes/ml, solution pour perfusion;solution pour perfusion
62336157;AGRIMONIA EUPATORIA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade
60456535;AGYRAX, comprimé sécable;comprimé sécable
61793701;AILANTHUS GLANDULOSA BOIRON, degré de dilution compris entre 3CH et 30CH ou entre 5DH et 60DH; comprimé et solution(s) et granules et poudre et pommade
63537775;AILANTHUS GLANDULOSA LEHNING, degré de dilution compris entre 3CH et 30CH ou entre 5DH et 60DH; comprimé et solution(s) et granules et poudre et pommade
63401330;AIMOVIG 140 mg, solution injectable en stylo prérempli;solution injectable
64453981;AIMOVIG 70 mg, solution injectable en stylo prérempli;solution injectable
66086181;AIROMIR AUTOHALER 100 microgrammes/dose, suspension pour inhalation en flacon pressurisé;suspension pour inhalation
68696906;AJOVY 225 mg, solution injectable en seringue préremplie;solution injectable
66782153;AKINETON L.P. 4 mg, comprimé enrobé à libération prolongée;comprimé enrobé à libération prolongée
63631908;AKLIEF 50 microgrammes/g, crème;crème
67693946;AKYNZEO 300 mg/0,5 mg, gélule;gélule
64367347;ALAIRGIX ALLERGIE CETIRIZINE 10 mg, comprimé à sucer sécable;comprimé à sucer sécable
60568235;ALAIRGIX RHINITE ALLERGIQUE CROMOGLICATE DE SODIUM 2 %, solution pour pulvérisation nasale;solution pour pulvérisation
66967127;ALBUNORM 20 %, 200 g/l, solution pour perfusion;solution pour perfusion
67960160;ALBUNORM 4 %, 40 g/l, solution pour perfusion;solution pour perfusion
69227858;ALBUNORM 5 %, 50 g/l, solution pour perfusion;solution pour perfusion
63124513;ALBUREX 200 g/L, solution pour perfusion;solution pour perfusion
69347505;ALBUREX 50 g/L, solution pour perfusion;solution pour perfusion
62691806;ALCAPHOR, solution buvable;solution buvable
61787068;ALCHEMILLA VULGARIS BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH; comprimé et solution(s) et granules et poudre et pommade
65378663;ALCOOL A USAGE MEDICAL GILBERT 0,5 ml, compresse imprégnée;compresse imprégné(e)
65386717;ALCOOL A USAGE MEDICAL GILBERT 2,5 ml, compresse imprégnée;compresse imprégné(e)
61318416;ALCOOL A USAGE MEDICAL GILBERT, solution pour application locale;solution pour application
67853176;ALCOOL MODIFIE COOPER, solution pour application cutanée;solution pour application
60787542;ALCOOL MODIFIE EVOLUPHARM, solution pour application cutanée;solution pour application
61329220;ALCOOL MODIFIE GIFRER, solution pour application cutanée;solution pour application
69724251;ALDACTAZINE 25 mg/15 mg, comprimé sécable;comprimé sécable
64565845;ALDACTONE 25 mg, comprimé sécable;comprimé sécable
67368301;ALDACTONE 50 mg, comprimé sécable;comprimé sécable
68492540;ALDACTONE 75 mg, comprimé sécable;comprimé sécable
66916232;ALDARA 5 %, crème;crème
60578560;ALDOMET 250 mg, comprimé enrobé;comprimé enrobé
64651319;ALDOMET 500 mg, comprimé enrobé;comprimé enrobé
63058682;ALDOSTERONE BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH; comprimé et solution(s) et granules et poudre et pommade
66328396;ALDURAZYME 100 U/ml, solution à diluer pour perfusion;solution à diluer pour perfusion
60639892;ALECENSA 150 mg, gélule;gélule
65028022;ALENDRONATE TEVA 10 mg, comprimé;comprimé
66086808;ALEPSAL 100 mg, comprimé;comprimé
63131269;ALEPSAL 15 mg, comprimé;comprimé
66014762;ALEPSAL 150 mg, comprimé;comprimé
60622868;ALEPSAL 50 mg, comprimé;comprimé
68708881;ALETRIS FARINOSA BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH; comprimé et solution(s) et granules et poudre et pommade
69139600;ALETRIS FARINOSA LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade
62237910;ALEVETABS 220 mg, comprimé pelliculé;comprimé pelliculé
65407702;ALFA-AMYLASE BIOGARAN CONSEIL 200 U.CEIP/ml, sirop;sirop
63124011;ALFA-AMYLASE BIOGARAN CONSEIL 3 000 U.CEIP, comprimé enrobé;comprimé enrobé
60795400;ALFA-AMYLASE TOP PHARM 200 U.CEIP/ml, sirop;sirop
68758126;ALFA-AMYLASE TOP PHARM 3000 U.CEIP, comprimé enrobé;comprimé enrobé
64661847;ALFACALCIDOL THERAMEX 0,25 microgramme, capsule molle;capsule molle
62626139;ALFACALCIDOL THERAMEX 1 microgramme, capsule molle;capsule molle
60153239;ALFALASTIN 33,33 mg/mL, poudre et solvant pour solution injectable;poudre et  solvant pour solution injectable
61073504;ALFALFA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade
63279823;ALFALFA LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade
62676633;ALFATIL 125 mg/5 ml, poudre pour suspension buvable;poudre pour suspension buvable
69706972;ALFATIL 250 mg, gélule;gélule
61926913;ALFATIL 250 mg/5 ml, poudre pour suspension buvable;poudre pour suspension buvable
62765886;ALFATIL L.P. 375 mg, comprimé pelliculé à libération prolongée;comprimé pelliculé à libération prolongée
66470506;ALFATIL LP 500 mg, comprimé pelliculé à libération prolongée;comprimé pelliculé à libération prolongée
